epoch,accuracy,auc,auc_pr,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_auc_pr,val_loss,val_precision,val_recall
20,0.44236406683921814,0.7936820983886719,0.9264828562736511,9.999999747378752e-05,0.4567031264305115,0.9292621612548828,0.6302219033241272,0.8530405163764954,0.9429178833961487,0.9450241923332214,0.4061894118785858,0.8790668845176697,0.8150256276130676
21,0.45182567834854126,0.7940887212753296,0.9250375628471375,9.999999747378752e-05,0.45892974734306335,0.9265551567077637,0.6298081278800964,0.8682432174682617,0.952258288860321,0.9519308805465698,0.39746493101119995,0.8266599178314209,0.9282868504524231
22,0.4432969093322754,0.7887011170387268,0.9249149560928345,9.999999747378752e-05,0.4589638113975525,0.927580714225769,0.6261816620826721,0.8603603839874268,0.9427785873413086,0.9420451521873474,0.40321433544158936,0.8373461961746216,0.8907228112220764
23,0.44789445400238037,0.790543258190155,0.9248141050338745,9.999999747378752e-05,0.46175187826156616,0.9308823347091675,0.6291677951812744,0.8704954981803894,0.9532656669616699,0.9548908472061157,0.38849949836730957,0.8477211594581604,0.8998292684555054
24,0.45129263401031494,0.7995253205299377,0.928571343421936,9.999999747378752e-05,0.4524572789669037,0.9336082935333252,0.6346206068992615,0.8226351141929626,0.9187679290771484,0.9232585430145264,0.45032936334609985,0.8057515025138855,0.8451906442642212
25,0.45562365651130676,0.8019883036613464,0.9287855625152588,9.999999747378752e-05,0.4510568082332611,0.9363769292831421,0.635845959186554,0.8817567825317383,0.9562602043151855,0.9568619728088379,0.3815716803073883,0.8724234104156494,0.8912919759750366
26,0.4458955228328705,0.7932001352310181,0.9261350631713867,9.999999747378752e-05,0.45286574959754944,0.9317761659622192,0.63601154088974,0.8817567825317383,0.9539340138435364,0.9523473978042603,0.38937535881996155,0.8607663512229919,0.9077973961830139
27,0.4578225016593933,0.8009207844734192,0.9301388263702393,9.999999747378752e-05,0.43720829486846924,0.9459131360054016,0.63311368227005,0.8758445978164673,0.953229546546936,0.9527177810668945,0.3850238621234894,0.8667781352996826,0.8850312829017639
28,0.44556236267089844,0.7922674417495728,0.9262028336524963,9.999999747378752e-05,0.44978204369544983,0.9322214722633362,0.6284968852996826,0.8904842138290405,0.959312915802002,0.9601004719734192,0.37618592381477356,0.9009378552436829,0.8747865557670593
29,0.4571561813354492,0.7977083921432495,0.9285151958465576,9.999999747378752e-05,0.4424288868904114,0.939450740814209,0.6338575482368469,0.8764076828956604,0.9537023305892944,0.9509241580963135,0.3862623870372772,0.8787356615066528,0.8702333569526672
30,0.45702293515205383,0.7998888492584229,0.929772138595581,9.999999747378752e-05,0.43387308716773987,0.9394381046295166,0.6395705342292786,0.861204981803894,0.9441726803779602,0.9465299844741821,0.4013853371143341,0.8628013730049133,0.8554354310035706
31,0.4554237723350525,0.8008612394332886,0.9304590821266174,9.999999747378752e-05,0.44278189539909363,0.9391200542449951,0.6364864706993103,0.8823198080062866,0.9564650654792786,0.9551388621330261,0.3767956495285034,0.8628726005554199,0.9060899019241333
32,0.4615538418292999,0.8016214370727539,0.9293027520179749,9.999999747378752e-05,0.4369344413280487,0.9406153559684753,0.6362810134887695,0.8882319927215576,0.9597495198249817,0.9575002193450928,0.37046629190444946,0.8794642686843872,0.8969835042953491
33,0.46088752150535583,0.8012749552726746,0.9303086996078491,9.999999747378752e-05,0.4345378875732422,0.9462943077087402,0.6366757154464722,0.8902027010917664,0.9608031511306763,0.9590997099876404,0.37171775102615356,0.8778330683708191,0.9038133025169373
34,0.4693496823310852,0.8050246238708496,0.930269718170166,9.999999747378752e-05,0.43551331758499146,0.9429935216903687,0.6438851952552795,0.8983671069145203,0.9639929533004761,0.9608672261238098,0.3606494069099426,0.9101057648658752,0.8816164135932922
35,0.4643523395061493,0.8018079996109009,0.9292106032371521,9.999999747378752e-05,0.43617957830429077,0.9434345960617065,0.6335974931716919,0.8904842138290405,0.9631423950195312,0.9604385495185852,0.36582857370376587,0.8701298832893372,0.9151963591575623
36,0.4643523395061493,0.8001118302345276,0.9304128885269165,9.999999747378752e-05,0.43124526739120483,0.9451780915260315,0.6390116214752197,0.9000563025474548,0.9656177759170532,0.9634126424789429,0.3571019768714905,0.9233092069625854,0.8702333569526672
37,0.46275320649147034,0.802983820438385,0.9314974546432495,9.999999747378752e-05,0.43063995242118835,0.9455033540725708,0.6374083757400513,0.900337815284729,0.9656749367713928,0.9625157117843628,0.35768383741378784,0.9033927321434021,0.8941377401351929
38,0.46395257115364075,0.8004551529884338,0.9296369552612305,9.999999747378752e-05,0.43231695890426636,0.9434892535209656,0.6410395503044128,0.9042792916297913,0.9664609432220459,0.9641997814178467,0.3520996570587158,0.8978102207183838,0.91007399559021
39,0.46075427532196045,0.8039154410362244,0.9325706362724304,9.999999747378752e-05,0.42500418424606323,0.9475431442260742,0.6409450173377991,0.9045608043670654,0.966923713684082,0.9622589945793152,0.3550194203853607,0.9312652349472046,0.8713716268539429
40,0.46128731966018677,0.8045883178710938,0.9309189915657043,9.999999747378752e-05,0.4271390736103058,0.9471264481544495,0.6346502304077148,0.9073761105537415,0.9677335619926453,0.9630709290504456,0.3525235056877136,0.8914473652839661,0.9254410862922668
41,0.466084748506546,0.8010186553001404,0.9306318759918213,9.999999747378752e-05,0.4256981909275055,0.9490734338760376,0.6417560577392578,0.8969594836235046,0.9627130627632141,0.9629339575767517,0.36122509837150574,0.9027214646339417,0.88730788230896
42,0.4685501158237457,0.8031650185585022,0.9295005798339844,9.999999747378752e-05,0.4249119460582733,0.9477792978286743,0.6415231823921204,0.9031531810760498,0.9650548100471497,0.9630125164985657,0.35679560899734497,0.9076745510101318,0.8952760100364685
43,0.466084748506546,0.8012596368789673,0.932550311088562,9.999999747378752e-05,0.42528045177459717,0.9493873119354248,0.638766884803772,0.9014639854431152,0.9643829464912415,0.9632511734962463,0.3593304753303528,0.9160259962081909,0.8816164135932922
44,0.4719482958316803,0.8043205738067627,0.9304795265197754,9.999999747378752e-05,0.41782358288764954,0.949892520904541,0.6419427990913391,0.8944256901741028,0.9676000475883484,0.9663546681404114,0.3645934760570526,0.8525510430335999,0.9510529041290283
45,0.47148188948631287,0.8047478199005127,0.932520866394043,4.999999873689376e-05,0.4156334400177002,0.9510564208030701,0.6439112424850464,0.9169481992721558,0.9697814583778381,0.9684774279594421,0.3403193950653076,0.9300000071525574,0.8998292684555054
46,0.4730810225009918,0.8087688088417053,0.9341870546340942,4.999999873689376e-05,0.40745875239372253,0.9603303670883179,0.6419004797935486,0.9180743098258972,0.9700616002082825,0.9663474559783936,0.34196940064430237,0.9009847044944763,0.937393307685852
47,0.4730810225009918,0.8046865463256836,0.9327956438064575,4.999999873689376e-05,0.40967732667922974,0.9544658660888672,0.6406546831130981,0.9113175868988037,0.9680172801017761,0.9637842774391174,0.34506693482398987,0.9158016443252563,0.9038133025169373
48,0.4699493646621704,0.8115745186805725,0.9372956156730652,4.999999873689376e-05,0.4113936126232147,0.9597801566123962,0.642177939414978,0.9208896160125732,0.9718376398086548,0.9704580903053284,0.33484143018722534,0.9146067500114441,0.9265794157981873
49,0.47428038716316223,0.8099506497383118,0.9335319995880127,4.999999873689376e-05,0.40725377202033997,0.9574611783027649,0.6445454359054565,0.9234234094619751,0.9725341796875,0.9695662260055542,0.332478404045105,0.9187816977500916,0.9271485209465027
